case_id,slide_id,label,stem-like,diff,immune,neuron,glia,endothelial,GN,lymphoid_cells,MES_ATYP,MES_TYP,myeloid_cells,RTK_I,RTK_II
206103240068_R01C01,BT24_SS-22-1508_A1,RTK2,0.188826266,0.414709354,0.109485106,0.071630818,0.215348456,0.010770204,0.0582682,0.001515698,0.022793057,0.013610231,0.048248868,0.193225193,0.65156855
206103240091_R04C01,BR72_ST-22-1213_A1 - 2022-03-14 14.12.27,RTK2,0.393977966,0.150782448,0.027399273,0.243109027,0.184731286,0.059002755,0.191384414,0,0.044216378,0,0,0.281228414,0.424168039
206375080036_R08C01,CG62_ST-22-4158_A2,RTK2,0.285889174,0.117578701,0,0.16127087,0.435261254,0.018889801,0.299045156,0,0.045382386,0.028517709,0,0.495149436,0.113015513
206375080038_R06C01,CG92_ST-22-4273_A1,mesenchymal,0.115471651,0.47341427,0.276454692,0.097089241,0.037570146,0,0,0,0.939132116,0,0,0.037999474,0.022868411
206375080086_R01C01,CE80_ST-22-3905_A1,mesenchymal,0,0.279212584,0.432441252,0.075926457,0.212419707,0.010314594,0,0.071429026,0.095206098,0.516748419,0.055325789,0,0.250976074
206375080086_R02C01,CE97_SS-22-3844_A1,mesenchymal,0.059328024,0.614655803,0.14250085,0.062748947,0.120766375,0.008280741,0,0.011209166,0,0.082245517,0.015608926,0,0.882655649
206381860102_R05C01,CH25_ST-22-4320_A1,RTK2,0.254818575,0.127009703,0.092702124,0.139946521,0.385523077,0.02528747,0.166010091,0.002746987,0,0.089109295,0.011062835,0.310579985,0.395203337
206382220016_R03C01,CD01_ST-22-3277_A1,RTK1,0.109453699,0.208435866,0.431073256,0.069710868,0.181326311,0,0,0,0.061324761,0.29022221,0.196017148,0.082466161,0.36996972
206382220016_R06C01,CD05_ST-22-3345_A-1 - 2022-05-24 12.51.31,RTK2,0.241728583,0.330347342,0.233094356,0.059599722,0.135229997,0,0,0,0.683443614,0,0,0.316556386,0
206382220033_R05C01,CG23_ST-22-4164_A1,mesenchymal,0.639883757,0.023049701,0.027823814,0.060668155,0.248574573,0.009026866,0.097317602,0.007717704,0,0,0,0.840407656,0.045530172
206382220048_R04C01,CI60_SI-22-4523_A1,RTK2,0.148419578,0.590591087,0.028656494,0.110846576,0.121486264,0,0.00721351,0.001078681,0,0,7.93E-05,0.028581638,0.963046895
206382220049_R08C01,CD19_ST-22-3664_A1,mesenchymal,0.399196822,0.222720364,0.154942371,0.046181315,0.176959128,0,0.020635985,0,0.029778445,0.063798524,0.012444251,0.54750021,0.325842586
206382220121_R06C01,CH46_SS-22-4070_A2,RTK1,0.172186815,0.648260508,0.031038469,0.046695937,0.10181827,0,0,0.008289046,0,0,0,0.040921739,0.950789215
206382220123_R06C01,CE48_ST-22-3811_A1,RTK2,0.216655141,0.146314936,0.328393961,0.109611286,0.199024676,0.019662268,0.094681592,0.069151461,0.014331186,0.492273663,0.019584866,0.2669446,0.023370365
206382220130_R06C01,CB36_SS-22-3150_A1,RTK2,0.019162789,0.795335351,0.097184781,0.068406241,0.019910838,0,0,0,0.026645382,0.015877351,0.003253449,0,0.954223819
206530730086_R07C01,CO28_ST-22-5597_A1-20,RTK2,0.015723022,0.254229643,0.589632638,0.042118005,0.098296691,0,0,0,0.088274005,0.440255892,0.263700866,0,0.207769237
206530730100_R05C01,CP86_ST-22-5718_A1-20,RTK1,0.196366679,0.618252054,0.074258398,0.061136748,0.04998612,1.59E-05,0,0.01350625,0.008025432,0,0.012331784,0.007366038,0.958754625
206530730129_R01C01,CR10_ST-22-6073_A1,RTK1,0.04851945,0.488262381,0.133236718,0.110898211,0.219083239,0.011408513,0,0.018796597,0,0.036542238,0,0.069048046,0.864204605
206530730129_R08C01,CR32_ST-22-6142_A1-2022-09-07 14.29.45,RTK2,0.007980579,0.438115685,0.212644902,0.09715,0.244108835,0.084577914,0.040016247,0.079045638,0.268008876,0.189263495,0,0.186539795,0.152548035
206530730136_R04C01,CQ34_ST-22-5991_A1,RTK2,0.062453665,0.251551511,0.432311271,0.060874999,0.192808554,0.017707079,0.003366877,0.001190144,0.043940376,0.399309137,0.168357876,0.10062576,0.265502751
206530730136_R05C01,CQ35_ST-22-5985_A1,mesenchymal,0.227854319,0.310879483,0.35255149,0.055152811,0.053561897,0,0,0.011183953,0.032399941,0.297176211,0.116425095,0.058903236,0.483911563
206530730140_R02C01,CL36_ST-22-5072_A1,mesenchymal,0.022353375,0.572701613,0.233967779,0.106122331,0.064854902,0,0,0.018601745,0.110221309,0.160299187,0.045193037,0,0.665684722
206530730149_R06C01,CJ85_ST-22-4829_A3,mesenchymal,0,0.640516712,0.078850117,0.092360918,0.188272252,0,0,0,0,0.004166456,0,0,0.995833544
206530730169_R06C01,CR07_ST-22-6066_A1,mesenchymal,0,0.193285027,0.5464289,0.058697501,0.201588572,0,0,0,0.257677099,0.41265145,0.209095416,0.011088995,0.10948704
206535560056_R08C01,CK88_ST-22-4960_A1,RTK1,0,0.222844817,0.499493708,0.055592033,0.222069442,0,0,0,0.083266269,0.538207912,0.154415889,0,0.22410993
206535560086_R05C01,CT15_SS-22-6627_A1-20,RTK2,0.320134011,0.457291863,0.113879889,0.062474193,0.046220044,0,0,0.010899896,0.003360985,0,0,0.13645027,0.849288849
206535560090_R05C01,CL82_ST-22-4721_A3,mesenchymal,0.098611216,0.212622762,0.497357662,0.051255004,0.140153356,0,0,0.028233682,0.053797052,0.576394919,0.157468732,0.037534594,0.146571022
206535560091_R03C01,CL89_ST-22-4871_A1,mesenchymal,0.139216318,0.319028847,0.413892743,0.065235748,0.062626344,0.01838094,0,0,0.087454814,0.210368252,0.184867848,0.043233463,0.455694683
206535560127_R02C01,CM16_ST-22-5284_A1,RTK1,0,0.204463998,0.484405337,0.061328706,0.249801958,0,0,0.027842107,0.039099047,0.651993743,0.145395005,0,0.135670098
206537460055_R07C01,CP72_ST-22-5896_A1,RTK1,0.027732197,0.556676994,0.056520039,0.081795351,0.277275419,0.005009925,0.006437793,0,0,0.113361357,0,0,0.875190925
206537460074_R02C01,CP75_ST-22-5871_A1 - 2022-08-30 11.42.51,mesenchymal,0.037328728,0.219358924,0.470782989,0.056988167,0.215541192,0.015930661,0,0.007609897,0.086720532,0.602188849,0.109038432,0.178511629,0
206537470031_R06C01,CJ95_ST-22-4817_A1,RTK1,0.125344331,0.457696905,0.353437061,0.060793332,0.002728372,0,0,0.017631396,0.525317296,0.160744727,0,0.086052698,0.210253883
206537470033_R04C01,CK33_ST-22-4882_A1,RTK2,0.078634822,0.267709785,0.509377513,0.095759562,0.048518318,0,0,0.162934395,0.642784766,0.163553377,0,0.030727462,0
206537470033_R06C01,CK52_ST-22-4704_A1,mesenchymal,0,0.24677718,0.482720061,0.079255,0.191247759,0,0,0.012599794,0.430098617,0.254236391,0.105134264,0,0.197930934
206693310062_R05C01,DF83_ST-22-8846-A-1-2022-12-20_11.48.15,RTK2,0.042013113,0.483842048,0.150452452,0.085712932,0.237979454,0.025649657,0.069891377,0.016742991,0.002403343,0.099106404,0,0.038930873,0.747275355
206693310083_R03C01,DE43_ST-22-8462_A1_-_2022-12-08_09.38.48,mesenchymal,0.08221004,0.464908644,0.173379416,0.060079903,0.219421997,0,0.082382689,0,0.002139504,0.17827519,0.046351357,0.055605491,0.635245768
206693330042_R03C01,DF15_ST-22-8644-A1-2022-12-23_11.45.09,mesenchymal,0.570398059,0.147121488,0,0.036945595,0.245534858,0,0.01915067,0,0,0,0,0.87483424,0.10601509
206693330042_R05C01,DF51_ST-22-8729-A2-2022-12-23_10.30.06,RTK2,0.054024096,0.519929485,0.150281123,0.093963825,0.181801471,0.016995675,0.026583685,0.017967022,0.004062554,0.075293594,0,0.043944781,0.815152688
206693330042_R06C01,DF52_ST-22-8665-A-1-SL1-2022-12-22_13.17.18,RTK2,0.142608367,0.174735313,0.447498254,0.052344968,0.182813098,0,0,0,0.062119695,0.296075174,0.193440316,0.139729401,0.308635415
206693330070_R06C01,DI64_ST-22-9384_A-1-2023-01-12_14.16.06,RTK2,0.110188494,0.367906078,0.432855737,0.08904969,0,0,0.042749857,0,0.877128632,0.039650093,0.040471418,0,0
206693330119_R02C01,DI82_ST-22-9494_A1-2023-01-11_15.06.06,mesenchymal,0,0.234845763,0.320296309,0.061346029,0.383511899,0.012324989,0.101785145,0,0,0.651274941,0.03287548,0.01519032,0.186549124
206699910003_R08C01,DG47_ST-22-8895_A1-2022-12-27_10.30.44,RTK2,0.005496867,0.254905463,0.529977333,0.067146144,0.142474193,0,0,0.007816643,0.265623237,0.383722402,0.175402003,0.010198314,0.157237401
206699910032_R05C01,CU17_ST-22-6646_A1,RTK1,0.316551755,0.075416556,0,0.295440933,0.312590757,0.030583187,0.315519739,0,0.014121667,0.146558849,0,0.325691879,0.16752468
206699910043_R01C01,DF55_ST-22-8776-A1-2022-12-23_10.31.48,mesenchymal,0.224566153,0.149595883,0.36279435,0.071187536,0.191856078,0,0.017780992,0,0,0.518275357,0.11743414,0.204251804,0.142257706
206699910043_R08C01,DF75_ST-22-8840-A1-2022-12-20_11.37.32,mesenchymal,0.125990321,0.543515506,0.175171308,0.058760422,0.096562442,0,0,0.000871758,0.009973286,0.143197272,0.018211967,0.100760258,0.726985459
206699910046_R04C01,CX45_ST-22-7360_A1-2022-11-01_15.04.09,mesenchymal,0.12645192,0.584759467,0.010130913,0.142189735,0.136467965,0.004661558,0.137740132,0,0,0.06778519,0,0.030921156,0.758891963
206699910062_R06C01,DH74_ST-22-9173-A1-2023-01-06_10.10.55,mesenchymal,0.032285474,0.524342057,0.198786038,0.059014174,0.185572258,0.010852538,0,0.022073365,0,0.377452626,0,0,0.589621471
206699910062_R08C01,DH76_ST-22-9126-A1-2023-01-06_12.06.04,mesenchymal,0.272009801,0.407775188,0.091123454,0.078906198,0.150185358,0,0,0.008151462,0.001775509,0,0,0.234540449,0.75553258
206699910074_R05C01,CX31_ST-22-7322_A1-20,RTK2,0.416906365,0.244659659,0.123635963,0.037303652,0.177494362,0,0.007674054,0,0.019490595,0.033509121,0.037896794,0.504814797,0.39661464
206699910075_R01C01,CX35_ST-22-7305_A1-20,RTK2,0.114779451,0.506222275,0.108671583,0.084646709,0.185679983,0,0,0.005059906,0,0.256444182,0,0.023977053,0.714518859
206699910089_R01C01,DC96_ST-22-8177-A-1-SL1-2022-12-08_13.30.39,RTK2,0,0.526193551,0.220609548,0.100622137,0.152574764,0,0.005815419,0,0.9225356,0,0,0,0.07164898
206699910091_R07C01,DD32_ST-22-8278_A-1-2022-12-02_12.28.53,RTK2,0.390981921,0.076976018,0.253469627,0.063166135,0.2154063,0,0.018784729,0,0.164897972,0.104091817,0.092408029,0.619817452,0
206699910098_R05C01,DH58_ST-22-9165_A1-2023-01-09_13.55.08,RTK2,0.21519326,0.691414061,0.004227777,0.089164903,0,0,0,0,0.037328516,0,0,0.020262787,0.942408697
206699910100_R07C01,DC71_SS-22-8469_A-1-2022-12-02_15.02.00,RTK2,0.370000102,0.132612474,0.209136723,0.083608085,0.204642616,0,0.063516013,0.037067147,0.026541681,0.220609384,0.007353449,0.487638121,0.157274205
206699910105_R08C01,DD69_ST-22-8403_A1-2022-12-02_16.45.12,mesenchymal,0.160745224,0.305310959,0.275653236,0.079632323,0.178658258,0.008027777,0,0,0.447330075,0.032202459,0.002218365,0.402699113,0.10752221
206699910114_R07C01,DB03_SI-22-8089_B1-20,RTK2,0.07412025,0.608904978,0.093218458,0.061895902,0.161860412,0,0.030323694,0.001493531,0,0.048380174,0.007828992,0.03408327,0.877890338
206699910116_R08C01,CZ04_ST-22-7781_A1-20,RTK2,0.297179957,0.345618882,0,0.028531658,0.328669502,0,0.162566221,0,0,0.161399516,0,0.538229704,0.137804559
206699910122_R04C01,CU43_ST-22-6710_A1-20,mesenchymal,0.187936616,0.365555933,0.342163127,0.054973667,0.049370657,0,0,0,0.059060003,0.312519903,0.084224664,0.159565855,0.384629575
206699910127_R05C01,CZ07_ST-22-7770_A1-20,mesenchymal,0.617078338,0.053081846,0.061062811,0.047240269,0.221536735,0.016409109,0.053855952,0.043808005,0,0,0,0.885926935,0
206699910127_R06C01,CZ45_SI-22-7818_B2-20,mesenchymal,0.031108327,0.60663758,0.033050927,0.056153527,0.27304964,0,0.093747418,0,0,0.086848898,0,0.035273572,0.784130112
206699910129_R02C01,CY37_SS-22-7433_A1,RTK2,0.036700242,0.37698904,0.137339614,0.046907402,0.402063703,0,0.204114937,0.006233951,0,0.330952907,0,0.023084917,0.435613289
206699910129_R07C01,CY95_SI-22-7500_D1-20,mesenchymal,0.672653781,0.148865421,0.065663677,0.048410033,0.064407088,0,0,0,0.085219626,0,0,0.867017331,0.047763043
206699910132_R08C01,DA42_SS-22-8060_A1-20,RTK2,0.184204655,0.278197157,0.395864219,0.057576367,0.084157602,0,0,0,0.679966199,0.071515085,0.042499742,0.206018973,0
206699910136_R04C01,CX93_ST-22-7488_A1-20,RTK2,0.030413289,0.265500814,0.535555901,0.098866786,0.06966321,0.001240225,0,0.011291238,0.646589318,0.218602625,0.118782732,0,0.003493862
206699910137_R07C01,CU55_ST-22-6869_A1-20,RTK2,0.021041827,0.169578682,0.619316076,0.056901416,0.133161999,0.00359924,0,0,0.227063647,0.39947363,0.291739399,0.00049992,0.077624164
206699910146_R03C01,DB39_SI-22-8046-E-1-S,RTK2,0.056470208,0.203515339,0.530523586,0.114015629,0.095475237,0,0.047243513,0.025275992,0.654919219,0.16815502,0.104406256,0,0
206699910146_R04C01,DB40_SS-22-8149-A1-SL,mesenchymal,0.020109315,0.275249683,0.564532054,0.04722607,0.092882877,0,0,0,0.051279091,0.619991982,0.218232968,0,0.110495959
206699910146_R05C01,DB60_SS-22-8141-A1-SL,mesenchymal,0.134845298,0.526411279,0.15707896,0.065286022,0.116378442,0.004401865,0,0.009350035,0.001854944,0.064335726,0.012518737,0.074034589,0.833504104
206699910146_R07C01,DB64_ST-22-8087_A1-20,RTK1,0.082729443,0.811363477,0.037674887,0.04755079,0.020681403,0,0,0,0,0.033855442,0,0.013346222,0.952798336
206699910152_R06C01,DA04_ST-22-7870_A1-20,mesenchymal,0.092384273,0.227909793,0.542600351,0.073482234,0.063623349,0,0,0.003558025,0.126057401,0.254369177,0.255554622,0.046500387,0.313960388
206699910152_R08C01,DA07_ST-22-7904_A1-20,mesenchymal,0.078360643,0.292726429,0.404489527,0.074841589,0.149581812,0,0,0.074194194,0.066720167,0.293550312,0.057388558,0.073510874,0.434635895
206699910154_R03C01,DD73_ST-22-8412_A1-2022-12-02_16.59.57,mesenchymal,0,0.294882434,0.413345004,0.068770938,0.223001624,0,0,0.009303705,0,0.886380087,0.01529785,0.043930543,0.045087815
206699910155_R05C01,DH88_SI-22-9452-A-1-SL1,mesenchymal,0.056364193,0.62534178,0.127574894,0.077780332,0.112938801,0.027489123,0.008331011,0.028005839,0.031162625,0.055141414,0.000241367,0,0.84962862
206699910159_R02C01,CU85_ST-22-6983_A1,mesenchymal,0.647494505,0.204206029,0.001872381,0.026750435,0.119676649,0,0,0,0,0,0.004552364,0.844705864,0.150741773
206699910159_R03C01,CU86_ST-22-7001_A1,mesenchymal,0.164302541,0.314007061,0.287447185,0.092580674,0.141662537,0.009149194,0.000893284,0.066628971,0.635387528,0,0,0.029144393,0.258796629
206699910163_R01C01,CV29_ST-22-7136_B1,mesenchymal,0.059796957,0.319865817,0.534627821,0.085709405,0,0,0,0.044864352,0.585734452,0.245905056,0.123496139,0,0
206699910163_R04C01,CV32_ST-22-7143_B1,RTK2,0.188795038,0.219423783,0.403388291,0.087884424,0.100508464,0.055722823,0.001254571,0.051000492,0.211228694,0.279958896,0.079179109,0.17555819,0.146097224
206699910163_R05C01,CV33_ST-22-7128_A1,RTK2,0.03474784,0.49813863,0.366879233,0.080181032,0.020053264,0,0,0.000145701,0.567357941,0.197612428,0.032591502,0,0.202292428
206699910167_R04C01,CX55_ST-22-7549_A2-2022-11-01 14.13.28,RTK2,0,0.467579543,0.165515599,0.070461561,0.296443297,0.028406227,0.007657776,0,0,0.366146243,0,0.017349496,0.580440257
206699910183_R08C01,DF18_ST-22-8650_A-1-2022-12-13_14.38.15,mesenchymal,0,0.260914525,0.433118669,0.06715155,0.238815255,0,0,0,0.060067978,0.600943496,0.101209217,0,0.23777931
206699910184_R06C01,CV90_ST-22-7098_A1-20,mesenchymal,0.185588079,0.540094941,0.009236576,0.074776933,0.190303472,0,0.068742349,0.00382909,0,0.025134679,0,0.085905171,0.81638871
206699910192_R01C01,DF19_ST-22-8622_A1-2022-12-13_14.44.34,mesenchymal,0.093210634,0.135027976,0.594934668,0.059091004,0.117735718,0.010985625,0,0,0.047951863,0.307196314,0.341817043,0.129775515,0.162273639
206699910192_R05C01,DF24_ST-22-8745_A1-2022-12-13_15.10.01,RTK2,0,0.442196829,0.451960304,0.105842867,0,0,0,0,0.860643694,0.039777604,0.094404874,0,0.005173828
206702460051_R01C01,DC18_ST-22-8425-A1-2022-11-22_11.19.57,RTK1,0.24448651,0.048957025,0.339135334,0.123779371,0.24364176,0,0.083420593,0.001390699,0.038550192,0.384282541,0.092087758,0.400268218,0
206702460051_R07C01,DC94_ST-22-821-A1-2022-12-09_12.28.15,RTK2,0.204778734,0.279090661,0.354599095,0.068221615,0.093309895,0,0,0.031257127,0.042500025,0.29714439,0.092780621,0.148516837,0.387801
206702460053_R01C01,DE10_ST-22-8397-A1_-_2022-12-08_14.10.56,mesenchymal,0.226877099,0.141719166,0.034321085,0.176694675,0.420387975,0.027755545,0.159356513,0,0,0,0.036159631,0.276339303,0.500389008
206702460090_R02C01,DI68_ST-22-9382_A1_-_2023-01-12_14.36.41,RTK2,0.385318041,0.023593053,0.034853538,0.205167699,0.35106767,0.035677259,0.279747704,0.000839238,0,0.149454434,0,0.534281365,0
206702460090_R07C01,DI79_ST-22-9415_A-1-2023-01-12_12.50.49,mesenchymal,0,0.44451259,0.296230346,0.051324927,0.207932136,0.022811802,0.001872678,0.001727116,0,0.803562055,0,0,0.170026349
206702460098_R04C01,CV51_ST-22-6835_A1-20,RTK1,0.180616174,0.281025452,0.396989392,0.077103428,0.064265553,0,0,0.033113663,0.372411484,0.242610178,0.028470399,0.294832143,0.028562133
206702460099_R04C01,DE44_ST-22-8494_A1-2022-12-08_09.56.54,RTK2,0.197303945,0.493081504,0.106459855,0.066462933,0.136691763,0.005981653,0.007539432,0.015423477,0,0.042586238,0.006499349,0.017097139,0.904872711
206702460109_R05C01,DA78_ST-22-8045_A1-20,RTK2,0.125139658,0.35939637,0.388425501,0.061500744,0.065537726,0,0,0.000782274,0.060624575,0.211877938,0.164791632,0.044596398,0.517327183
206702460109_R06C01,DA79_ST-22-7993_A1-20,RTK2,0.013264194,0.349098825,0.347552387,0.067253679,0.222830915,0.034288145,0.006048278,0.004629054,0.031112793,0.351035654,0.083011529,0.007603557,0.482270989
206702460112_R03C01,CV58_ST-22-6870_A1-20,RTK1,0.37411149,0.180883881,0.247261462,0.051754581,0.145988585,0,0.000671565,0,0,0.254373921,0.087933939,0.514046324,0.14297425
206702460142_R05C01,DB26_ST-22-8078_A1,RTK1,0,0.39370207,0.219735564,0.059681173,0.326881194,0,0.04827294,0,0,0.606940383,0,0,0.344786677
206702460169_R01C01,CW44_ST-22-7238_A2-20,RTK2,0.117579408,0.187943564,0.374876277,0.070902373,0.248698378,0.016334913,0.038991115,0.020902551,0.133534598,0.496360467,0.040891098,0.080296687,0.17268857
207018680022_R02C01,DL94_ST-23-514-A1-2023-02-01_14.19.03,RTK2,0.02714091,0.566387945,0.228559478,0.074448323,0.103463345,0,0,0,0.188129944,0.219971064,0.012919441,0,0.578979551
207018680028_R01C01,DM08_ST-23-556_A1-2023-02-09_13.51.23,mesenchymal,0.050558525,0.474233466,0.363468385,0.111739624,0,0.012181908,0.012578675,0,0.866524779,0,0.039578155,0,0.069136483
207018680043_R04C01,DT78_ST-23-1874-A1-2023-03-24_09.23.36,mesenchymal,0.57637217,0.116983193,0.005216453,0.089382061,0.212046124,0.019859513,0.094152049,0,0.007040032,0,0.005283267,0.709444109,0.16422103
207019360005_R08C01,DT18_ST-23-1759-A1-2023-03-23 14.23.02,mesenchymal,0.537718854,0.134837108,0.066542399,0.138343729,0.12255791,0.018205252,0.08540036,0,0.012511077,0.015997599,0,0.862737047,0.005148663
207019360008_R01C01,DP68_ST-23-1168_A2-2023-03-07_15.01.57,mesenchymal,0.566289984,0.130904613,0.037771365,0.065849009,0.199185029,0,0.045894989,0,0.088486724,0.08043155,0,0.785186736,0
207019360008_R07C01,DP75_ST-23-1250_A1-2023-03-07_14.58.33,RTK1,0.364162248,0.431470954,0,0.057890954,0.146475843,0.003954964,0.066301528,0,0,0,0.026754599,0.423506941,0.479481968
207019360011_R06C01,DJ57_ST-23-32-A1-2023-01-19_11.38.16,RTK2,0.005809146,0.661354567,0.038658696,0.0434942,0.250683391,0,0.012811789,0,0,0.379121088,0,0,0.608067123
207019360019_R01C01,DS25_ST-23-1554-A1-2023-03-16_14.32.37,mesenchymal,0.021504669,0.318549675,0.507769316,0.054780525,0.097395815,0.01745052,0,0,0.115224606,0.335748034,0.178849199,0.026711476,0.326016164
207019360029_R08C01,DO45_ST-23-987-A1-2023-02-24_10.51.25,mesenchymal,0.067410499,0.636043189,0.14823387,0.089624359,0.058688084,0,0.013840384,0.003134887,0.035867298,0.081564923,0,0.005203707,0.8603888
207019360043_R01C01,DJ86_ST-23-123_A1-2023-01-23_16.13.09,RTK1,0.041137881,0.240044173,0.598126712,0.051108779,0.069582455,0,0,0,0.036443557,0.308984774,0.273386136,0.002891335,0.378294199
207019360045_R06C01,DK46_ST-23-173-A1-2023-01-31_12.03.12,RTK1,0.352398459,0.207633864,0.245049142,0.070502393,0.124416141,0.013267196,0.006295495,0.009200045,0.746665865,0,0,0.224571399,0
207019360063_R05C01,DO24_ST-23-898-A1-2023-02-16_15.57.29,mesenchymal,0.240538854,0.528707187,0.122200837,0.048642584,0.059910538,0,0,0.001389184,0.005444441,0.031508526,0,0.064028762,0.897629087
207019360063_R08C01,DO27_ST-23-952-A-1-SL1-2023-02-16_16.01.13,RTK1,0,0.538837434,0.255731103,0.055262466,0.150168997,0.008544169,0,0.02500885,0,0.299931447,0.044597011,0,0.621918524
207019360065_R03C01,DL91_ST-23-505-A1-2023-02-01_12.57.06,RTK2,0.093484365,0.462962961,0.023640698,0.04727392,0.372638057,0.0034376,0,0,0,0.234092867,0,0.039607722,0.722861811
207019360065_R08C01,DM45_SS-23-715_A-1-2023-02-08_14.25.33,mesenchymal,0,0.193181778,0.629534998,0.061437091,0.115846134,0.000952136,0,0.099723607,0.248973974,0.497136359,0.153213924,0,0
207019360073_R08C01,DO07_SB-23-911-C-1-SL1-2023-02-16_16.15.00,RTK2,0.135437915,0.61810283,0.077822811,0.05727526,0.111361184,0,0,0,0.022855775,0.056486236,0,0.164354363,0.756303626
207019360080_R03C01,DJ50_ST-23-10-A1 - 2023-01-19 12.03.26,mesenchymal,0.406509689,0.351071155,0.004129879,0.161282156,0.077007122,0,0.139078323,0,0.11367909,0.048516168,0,0.562983352,0.135743067
207019360090_R01C01,DP50_ST-23-1236-A1-2023-02-27_12.42.40,mesenchymal,0.086108507,0.564107782,0.096419602,0.06187875,0.191485359,0.014161277,0.054593761,0,0.004496547,0.091332101,0.018149176,0.113374173,0.703892966
207019360106_R02C01,DU12_ST-23-1508-A-1-SL1-2023-03-31_11.58.13,RTK2,0.071862705,0.209387964,0.482947719,0.066374995,0.169426617,0.002768325,0.043379409,0.008454926,0.308708895,0.309396991,0.159679995,0.066719275,0.100892184
207019360106_R08C01,DV20_SS-23-9387_C20,RTK2,0.02776136,0.351370296,0.404807351,0.053048826,0.163012167,0.013002427,0,0.000876192,0.089221467,0.304782382,0.116533854,0.013253823,0.462329856
207019360109_R06C01,DO51_ST-23-1001_A1-2023-02-23_12.29.14,RTK2,0,0.364844011,0.402064749,0.07558775,0.15750349,0,0,0,0.090543894,0.311901444,0.142280023,0.027079512,0.428195126
207019360110_R03C01,DO56_ST-23-1041_A2_-2023-02-23_12.26.25,mesenchymal,0.048189276,0.365396023,0.416141272,0.107103118,0.063170312,0,0,0.115393084,0.701562367,0.114515449,0,0,0.068529101
207019360111_R03C01,DO30_ST-23-945-A1-2023-02-17_12.20.41,RTK2,0.079016732,0.554323276,0.09709145,0.080652257,0.188916285,0,0,0.001207234,0.012410039,0,0,0.04817611,0.938206617
207019360133_R02C01,DS49_SS-23-1887-A2-2023-03-15_11.32.25,RTK1,0.036725623,0.158175518,0.557493482,0.047158436,0.200446942,6.24E-05,0,0.047724108,0.084909497,0.65531535,0.14254748,0.069441169,0
207019360133_R06C01,DT34_SI-23-1959_D-1-2023-03-24_11.00.51,mesenchymal,0.087937236,0.720463832,0.063266819,0.076667905,0.051664208,0.00700821,0,0,0,0,0.000919225,0,0.992072565
207019370002_R03C01,DP33_SS-23-1271-A-1-SL1-2023-02-27_14.08.34,mesenchymal,0,0.397621247,0.262328667,0.099107761,0.240942324,0.009452176,0.022683099,0.012519657,0,0.250719496,0.046117938,0.003024123,0.655483511
207019370032_R05C01,DP97_ST-23-1255-A1-2023-03-16_17.16.59,mesenchymal,0.055770472,0.270119339,0.556637846,0.041092672,0.076379671,0,0,0,0.042347146,0.284932716,0.307163798,0.002717216,0.362839125
207019370044_R05C01,DR16_ST-23-1389_A1-2023-03-08_09.27.53,mesenchymal,0,0.374726459,0.199835256,0.101781061,0.323657223,0,0.118462221,0,0.036682933,0.423688953,0,0.005379545,0.415786348
207019370044_R07C01,DR18_ST-23-1398_A-2-2023-03-07_14.28.40,mesenchymal,0,0.840639288,0.010147389,0.089953699,0.059259624,0,0,0.019734796,0.024465722,0.066470564,0,0,0.889328918
207019370044_R08C01,DR19_ST-23-1444_A1-2023-03-07_14.32.58,RTK2,0.019212348,0.711622478,0.169606593,0.056141319,0.043417261,0,0,0,0.027567682,0.099962478,0.018782399,0,0.853687441
207019370050_R03C01,DK18_SS-23-340_A1,RTK2,0.46474694,0.351379677,0,0.08230526,0.101568123,0,0.015035078,0,0,0,0.015472131,0.426562835,0.542929956
207019370069_R05C01,DR24_ST-23-1517_A1-2023-03-07_13.51.34,RTK2,0.126417509,0.788853384,0,0.084729107,0,0,0,0.045910467,0.044533581,0,0,0.01100814,0.898547812
207269880076_R07C01,DX31_ST-23-2669-A1_-_2023-04-13_14.42.59,RTK2,0.041071271,0.223296768,0.660236499,0.057943191,0.017452272,0,0,0,0.465822854,0.283388074,0.2407585,0.010030572,0
207269880108_R07C01,DU96_ST-23-2206-A-2-2023-04-03_14.10.47,RTK2,0.05933138,0.516216347,0.1329893,0.123419164,0.16804381,0,0.065106907,0.003761207,0.052235589,0.097402964,0.003687063,0.021440101,0.756366169
207269880108_R08C01,DU97_ST-22-9306-A-1-2023-03-29_13.47.35,RTK2,0.164277917,0.524729428,0.055866226,0.073874482,0.181251948,0,0.044506855,0,0,0,0,0.112956017,0.842537128
207269880120_R02C01,DW35_ST-23-2395_A-1_-_2023-04-17_12.16.44,mesenchymal,0.089856821,0.249845859,0.426716067,0.054170401,0.179410852,0.004275844,0.020528906,0.025250459,0.302862027,0.555510595,0.046298103,0.033221088,0.012052978
207278070082_R04C01,EA52_ST-23-3303-A1_-_2023-05-08_15.36.34,RTK2,0.070100062,0.369259391,0.390506487,0.068114265,0.102019796,0.024099897,0,0.027539863,0.130912689,0.334886659,0.093556523,0.075403138,0.313601232
207278070089_R08C01,EB45_ST-23-3393-A1 - 2023-05-10 14.57.05,RTK2,0,0.326275678,0.070775288,0.091489477,0.511459558,0,0.089838218,0,0,0.437402708,0,0,0.472759075
